strategy,ticker,tf,rr,stop_mult,target_mult,long_only,n_trades,win_rate_pct,avg_r,expectancy_r,profit_factor,net_pnl_dollars,trades_per_day,max_consec_losses,max_dd_dollars,max_dd_pct,recovery_days,sharpe_R,kelly_pct,slip_atr_frac,survival_score,n_train,n_test,test_win_rate_pct,test_avg_r
donchian_20,AVGO,M15,1.2,1.5,1.7999999999999998,True,313,0.0,-16.9475,-16.9475,0.0,-1260.78,0.695,313,1260.78,1.26,,-2.776,-83.33,0.05,-100.0,185,128,0.0,-13.1622
donchian_20,CSCO,D1,1.2,1.5,1.7999999999999998,True,65,0.0,-28.6993,-28.6993,0.0,-257.55,0.032,65,257.7,0.26,,-3.697,-83.33,0.05,-100.0,38,27,0.0,-25.7214
donchian_20,CSCO,H1,1.2,1.5,1.7999999999999998,True,320,0.0,-83.2503,-83.2503,0.0,-1278.83,0.19,320,1278.86,1.28,,-3.103,-83.33,0.05,-100.0,178,142,0.0,-72.445
donchian_20,CSCO,M15,1.2,1.5,1.7999999999999998,True,320,0.0,-133.0084,-133.0084,0.0,-1279.96,0.711,320,1279.98,1.28,,-2.626,-83.33,0.05,-100.0,190,130,0.0,-93.9937
donchian_20,HK50.cash,M15,1.2,1.5,1.7999999999999998,True,301,0.0,-4.5247,-4.5247,0.0,-1234.35,1.572,301,1234.35,1.23,,-2.664,-83.33,0.05,-100.0,186,115,0.0,-4.1659
donchian_20,INTC,D1,1.2,1.5,1.7999999999999998,True,55,0.0,-21.6536,-21.6536,0.0,-219.0,0.028,55,219.1,0.22,,-2.913,-83.33,0.05,-100.0,30,25,0.0,-19.8114
donchian_20,INTC,H1,1.2,1.5,1.7999999999999998,True,334,0.0,-73.1242,-73.1242,0.0,-1334.57,0.198,334,1334.62,1.33,,-2.591,-83.33,0.05,-100.0,189,145,0.0,-69.1311
donchian_20,INTC,M15,1.2,1.5,1.7999999999999998,True,300,0.0,-134.0259,-134.0259,0.0,-1201.46,0.666,300,1201.46,1.2,,-1.531,-83.33,0.05,-100.0,173,127,0.0,-69.1428
donchian_20,JP225.cash,M15,1.2,1.5,1.7999999999999998,True,299,0.0,-3.7518,-3.7518,0.0,-1190.18,2.439,299,1190.38,1.19,,-1.856,-83.33,0.05,-100.0,180,119,0.0,-3.3477
donchian_20,MSFT,D1,1.2,1.5,1.7999999999999998,True,105,0.0,-7.8994,-7.8994,0.0,-413.31,0.033,105,413.44,0.41,,-1.147,-83.33,0.05,-100.0,60,45,0.0,-3.6372
donchian_20,MSFT,H1,1.2,1.5,1.7999999999999998,True,328,0.0,-10.9624,-10.9624,0.0,-1321.04,0.197,328,1321.04,1.32,,-3.781,-83.33,0.05,-100.0,203,125,0.0,-9.8942
donchian_20,MSFT,M15,1.2,1.5,1.7999999999999998,True,286,0.0,-19.6156,-19.6156,0.0,-1149.69,0.637,286,1149.85,1.15,,-3.553,-83.33,0.05,-100.0,183,103,0.0,-17.3984
donchian_20,NVDA,D1,1.2,1.5,1.7999999999999998,True,76,0.0,-24.33,-24.33,0.0,-303.72,0.038,76,303.72,0.3,,-1.153,-83.33,0.05,-100.0,47,29,0.0,-5.614
donchian_20,NVDA,H1,1.2,1.5,1.7999999999999998,True,333,0.0,-48.4615,-48.4615,0.0,-1334.0,0.2,333,1334.03,1.33,,-1.276,-83.33,0.05,-100.0,205,128,0.0,-15.7276
donchian_20,NVDA,M15,1.2,1.5,1.7999999999999998,True,282,0.0,-32.7218,-32.7218,0.0,-1131.07,0.628,282,1131.07,1.13,,-3.119,-83.33,0.05,-100.0,172,110,0.0,-29.3829
donchian_20,US2000.cash,M15,1.2,1.5,1.7999999999999998,True,279,0.0,-6.5882,-6.5882,0.0,-1112.97,2.276,279,1113.18,1.11,,-1.867,-83.33,0.05,-100.0,167,112,0.0,-5.8658
donchian_55,AMD,D1,1.2,1.5,1.7999999999999998,True,38,0.0,-5.2908,-5.2908,0.0,-140.12,0.019,38,140.21,0.14,,-2.041,-83.33,0.05,-100.0,21,17,0.0,-3.476
donchian_55,AMD,H1,1.2,1.5,1.7999999999999998,True,202,0.0,-14.8194,-14.8194,0.0,-809.13,0.124,202,809.13,0.81,,-2.583,-83.33,0.05,-100.0,118,84,0.0,-12.2253
donchian_55,AMD,M15,1.2,1.5,1.7999999999999998,True,190,0.0,-21.9032,-21.9032,0.0,-766.91,0.474,190,766.91,0.77,,-2.143,-83.33,0.05,-100.0,113,77,0.0,-16.1117
donchian_55,AMZN,D1,1.2,1.5,1.7999999999999998,True,53,0.0,-7.5648,-7.5648,0.0,-210.58,0.021,53,210.72,0.21,,-2.291,-83.33,0.05,-100.0,29,24,0.0,-6.2256
donchian_55,AMZN,H1,1.2,1.5,1.7999999999999998,True,209,0.0,-18.5418,-18.5418,0.0,-834.78,0.125,209,834.85,0.83,,-3.354,-83.33,0.05,-100.0,123,86,0.0,-15.3662
donchian_55,AMZN,M15,1.2,1.5,1.7999999999999998,True,169,0.0,-30.5874,-30.5874,0.0,-676.95,0.376,169,677.0,0.68,,-3.392,-83.33,0.05,-100.0,95,74,0.0,-28.4949
donchian_55,AVGO,D1,1.2,1.5,1.7999999999999998,True,44,0.0,-12.7205,-12.7205,0.0,-182.09,0.022,44,182.13,0.18,,-1.272,-83.33,0.05,-100.0,27,17,0.0,-3.5684
donchian_55,AVGO,H1,1.2,1.5,1.7999999999999998,True,221,0.0,-33.2224,-33.2224,0.0,-885.68,0.131,221,885.73,0.89,,-1.162,-83.33,0.05,-100.0,136,85,0.0,-9.2144
donchian_55,AVGO,M15,1.2,1.5,1.7999999999999998,True,186,0.0,-16.3913,-16.3913,0.0,-753.19,0.413,186,753.42,0.75,,-2.858,-83.33,0.05,-100.0,110,76,0.0,-12.6896
donchian_55,CSCO,D1,1.2,1.5,1.7999999999999998,True,39,0.0,-27.4799,-27.4799,0.0,-153.79,0.019,39,153.79,0.15,,-3.699,-83.33,0.05,-100.0,21,18,0.0,-23.7653
donchian_55,CSCO,H1,1.2,1.5,1.7999999999999998,True,208,0.0,-83.5373,-83.5373,0.0,-832.02,0.124,208,832.03,0.83,,-3.127,-83.33,0.05,-100.0,111,97,0.0,-73.2242
donchian_55,CSCO,M15,1.2,1.5,1.7999999999999998,True,205,0.0,-127.483,-127.483,0.0,-819.82,0.455,205,819.82,0.82,,-2.536,-83.33,0.05,-100.0,118,87,0.0,-88.0646
donchian_55,HK50.cash,M15,1.2,1.5,1.7999999999999998,True,176,0.0,-4.4357,-4.4357,0.0,-724.72,0.919,176,724.72,0.72,,-2.618,-83.33,0.05,-100.0,118,58,0.0,-3.8848
donchian_55,INTC,H1,1.2,1.5,1.7999999999999998,True,193,0.0,-67.8308,-67.8308,0.0,-770.18,0.115,193,770.18,0.77,,-2.543,-83.33,0.05,-100.0,108,85,0.0,-59.0101
donchian_55,INTC,M15,1.2,1.5,1.7999999999999998,True,195,0.0,-115.7104,-115.7104,0.0,-781.63,0.433,195,781.63,0.78,,-1.568,-83.33,0.05,-100.0,107,88,0.0,-67.1124
donchian_55,JP225.cash,M15,1.2,1.5,1.7999999999999998,True,187,0.0,-3.8368,-3.8368,0.0,-753.89,1.525,187,754.02,0.75,,-2.03,-83.33,0.05,-100.0,111,76,0.0,-3.4809
donchian_55,MSFT,D1,1.2,1.5,1.7999999999999998,True,80,0.0,-8.2288,-8.2288,0.0,-313.69,0.025,80,313.8,0.31,,-1.21,-83.33,0.05,-100.0,47,33,0.0,-3.7184
donchian_55,MSFT,H1,1.2,1.5,1.7999999999999998,True,215,0.0,-11.4462,-11.4462,0.0,-871.7,0.129,215,871.87,0.87,,-3.94,-83.33,0.05,-100.0,134,81,0.0,-10.4214
donchian_55,MSFT,M15,1.2,1.5,1.7999999999999998,True,176,0.0,-19.5567,-19.5567,0.0,-710.59,0.392,176,710.73,0.71,,-3.46,-83.33,0.05,-100.0,111,65,0.0,-18.001
donchian_55,NVDA,D1,1.2,1.5,1.7999999999999998,True,61,0.0,-22.3289,-22.3289,0.0,-243.81,0.031,61,243.84,0.24,,-1.188,-83.33,0.05,-100.0,38,23,0.0,-5.8977
donchian_55,NVDA,H1,1.2,1.5,1.7999999999999998,True,226,0.0,-46.8631,-46.8631,0.0,-905.65,0.135,226,905.67,0.91,,-1.292,-83.33,0.05,-100.0,141,85,0.0,-16.7574
donchian_55,NVDA,M15,1.2,1.5,1.7999999999999998,True,168,0.0,-33.5033,-33.5033,0.0,-674.24,0.374,168,674.34,0.67,,-3.197,-83.33,0.05,-100.0,100,68,0.0,-30.9837
donchian_55,US2000.cash,H1,1.2,1.5,1.7999999999999998,True,172,0.0,-3.5312,-3.5312,0.0,-713.96,0.345,172,714.81,0.71,,-2.37,-83.33,0.05,-100.0,106,66,0.0,-3.1689
donchian_55,US2000.cash,M15,1.2,1.5,1.7999999999999998,True,180,0.0,-6.6246,-6.6246,0.0,-738.46,1.468,180,738.46,0.74,,-1.833,-83.33,0.05,-100.0,106,74,0.0,-5.8225
rsi_30_70,AMD,H1,1.2,1.5,1.7999999999999998,True,121,0.0,-15.9916,-15.9916,0.0,-483.98,0.074,121,484.12,0.48,,-2.48,-83.33,0.05,-100.0,80,41,0.0,-12.5741
rsi_30_70,AMD,M15,1.2,1.5,1.7999999999999998,True,108,0.0,-21.7198,-21.7198,0.0,-438.56,0.269,108,438.6,0.44,,-1.929,-83.33,0.05,-100.0,65,43,0.0,-14.6351
rsi_30_70,AMZN,H1,1.2,1.5,1.7999999999999998,True,105,0.0,-16.2424,-16.2424,0.0,-422.6,0.063,105,422.69,0.42,,-3.026,-83.33,0.05,-100.0,57,48,0.0,-13.6501
rsi_30_70,AMZN,M15,1.2,1.5,1.7999999999999998,True,121,0.0,-26.7009,-26.7009,0.0,-486.49,0.269,121,486.64,0.49,,-3.2,-83.33,0.05,-100.0,70,51,0.0,-24.8025
rsi_30_70,AVGO,H1,1.2,1.5,1.7999999999999998,True,104,0.0,-30.7677,-30.7677,0.0,-408.79,0.062,104,408.82,0.41,,-1.215,-83.33,0.05,-100.0,61,43,0.0,-8.4506
rsi_30_70,AVGO,M15,1.2,1.5,1.7999999999999998,True,109,0.0,-15.2816,-15.2816,0.0,-437.21,0.242,109,437.27,0.44,,-2.598,-83.33,0.05,-100.0,61,48,0.0,-11.9074
rsi_30_70,CSCO,H1,1.2,1.5,1.7999999999999998,True,102,0.0,-78.4433,-78.4433,0.0,-407.04,0.061,102,407.07,0.41,,-2.941,-83.33,0.05,-100.0,65,37,0.0,-71.0736
rsi_30_70,CSCO,M15,1.2,1.5,1.7999999999999998,True,97,0.0,-119.4192,-119.4192,0.0,-387.99,0.215,97,388.01,0.39,,-2.727,-83.33,0.05,-100.0,62,35,0.0,-86.7699
rsi_30_70,HK50.cash,M15,1.2,1.5,1.7999999999999998,True,120,0.0,-4.2053,-4.2053,0.0,-493.25,0.627,120,493.25,0.49,,-2.447,-83.33,0.05,-100.0,75,45,0.0,-3.6187
rsi_30_70,INTC,H1,1.2,1.5,1.7999999999999998,True,124,0.0,-77.4027,-77.4027,0.0,-497.02,0.074,124,497.02,0.5,,-2.892,-83.33,0.05,-100.0,82,42,0.0,-79.9888
rsi_30_70,INTC,M15,1.2,1.5,1.7999999999999998,True,120,0.0,-138.0498,-138.0498,0.0,-479.92,0.267,120,479.92,0.48,,-1.624,-83.33,0.05,-100.0,66,54,0.0,-79.9836
rsi_30_70,MSFT,H1,1.2,1.5,1.7999999999999998,True,122,0.0,-9.5102,-9.5102,0.0,-488.68,0.073,122,488.87,0.49,,-3.505,-83.33,0.05,-100.0,71,51,0.0,-8.2781
rsi_30_70,MSFT,M15,1.2,1.5,1.7999999999999998,True,127,0.0,-18.2988,-18.2988,0.0,-515.16,0.283,127,515.16,0.52,,-3.173,-83.33,0.05,-100.0,66,61,0.0,-16.5751
rsi_30_70,NVDA,H1,1.2,1.5,1.7999999999999998,True,103,0.0,-41.8963,-41.8963,0.0,-411.29,0.062,103,411.3,0.41,,-1.159,-83.33,0.05,-100.0,57,46,0.0,-12.9352
rsi_30_70,NVDA,M15,1.2,1.5,1.7999999999999998,True,111,0.0,-26.1237,-26.1237,0.0,-444.54,0.247,111,444.57,0.44,,-3.75,-83.33,0.05,-100.0,57,54,0.0,-25.0135
rsi_30_70,US2000.cash,M15,1.2,1.5,1.7999999999999998,True,126,0.0,-5.914,-5.914,0.0,-515.83,1.028,126,515.83,0.52,,-1.645,-83.33,0.05,-100.0,79,47,0.0,-5.0832
rsi_30_70,US500.cash,M15,1.2,1.5,1.7999999999999998,True,113,0.0,-3.2934,-3.2934,0.0,-454.33,0.922,113,455.12,0.46,,-1.771,-83.33,0.05,-100.0,75,38,0.0,-2.8901
ema_cross_9_20,US30.cash,D1,1.5,1.5,2.25,True,34,61.76,0.4129,0.4129,2.079,1253.63,0.013,4,428.16,0.43,721.0,0.337,36.27,0.05,-309.35,23,11,81.82,0.8884
donchian_55,XAUUSD,D1,1.5,1.5,2.25,True,59,61.02,0.4462,0.4462,1.768,10240.72,0.021,3,2643.37,2.38,,0.363,35.03,0.05,26.91,29,30,60.0,0.4239
ema_cross_12_26,USDJPY,D1,1.5,1.5,2.25,True,33,60.61,0.4006,0.4006,2.211,1600.07,0.012,3,446.1,0.45,1001.0,0.321,34.34,0.05,-450.77,21,12,75.0,0.7811
ema_cross_12_26,GBPJPY,D1,1.5,1.5,2.25,True,32,59.38,0.3912,0.3912,1.927,1954.75,0.011,3,729.82,0.72,333.0,0.313,32.29,0.05,-118.23,23,9,66.67,0.5789
donchian_55,US100.cash,D1,1.5,1.5,2.25,True,43,58.14,0.254,0.254,1.702,561.24,0.022,2,190.45,0.19,59.0,0.204,30.23,0.05,19.82,25,18,61.11,0.3106
ema_cross_12_26,GBPUSD,D1,1.5,1.5,2.25,True,33,57.58,0.313,0.313,1.376,1029.47,0.012,5,1986.35,1.96,,0.253,29.29,0.05,16.83,23,10,90.0,1.0428
donchian_20,XAUUSD,D1,1.5,1.5,2.25,True,84,55.95,0.3199,0.3199,1.474,9831.98,0.03,5,3051.84,2.8,39.0,0.256,26.59,0.05,24.37,46,38,55.26,0.3057
ema_cross_12_26,USDSEK,D1,1.5,1.5,2.25,True,36,55.56,0.2949,0.2949,1.562,1634.88,0.013,5,929.11,0.91,246.0,0.234,25.93,0.05,-77.44,23,13,46.15,0.0628
ema_cross_9_20,USDSEK,D1,1.5,1.5,2.25,True,40,55.0,0.2817,0.2817,1.614,1925.5,0.014,4,775.03,0.76,590.0,0.224,25.0,0.05,-249.19,26,14,50.0,0.1609
ema_cross_9_20,GBPUSD,D1,1.5,1.5,2.25,True,39,53.85,0.2311,0.2311,1.388,1242.77,0.014,5,1487.08,1.47,1126.0,0.185,23.08,0.05,-518.59,26,13,76.92,0.7597
ema_cross_9_20,GBPJPY,D1,1.5,1.5,2.25,True,43,53.49,0.2442,0.2442,1.488,1657.13,0.015,4,1249.98,1.24,558.0,0.193,22.48,0.05,-234.26,30,13,69.23,0.6404
ema_cross_12_26,USDCAD,D1,1.5,1.5,2.25,True,34,52.94,0.2085,0.2085,1.316,501.79,0.012,3,470.42,0.47,305.0,0.165,21.57,0.05,-109.92,19,15,46.67,0.0471
ema_cross_9_20,EURJPY,D1,1.5,1.5,2.25,True,38,52.63,0.2126,0.2126,1.613,1337.33,0.013,3,546.76,0.55,738.0,0.167,21.05,0.05,-326.02,26,12,58.33,0.3669
donchian_20,US100.cash,D1,1.5,1.5,2.25,True,56,51.79,0.1228,0.1228,1.253,348.17,0.029,4,322.84,0.32,538.0,0.098,19.64,0.05,-224.3,32,24,54.17,0.1884
ema_cross_9_20,EURUSD,D1,1.5,1.5,2.25,True,37,51.35,0.1421,0.1421,1.124,285.05,0.013,6,1288.29,1.29,997.0,0.114,18.92,0.05,-456.99,24,13,84.62,0.9096
ema_cross_9_20,USDJPY,D1,1.5,1.5,2.25,True,43,51.16,0.1627,0.1627,1.746,1424.8,0.015,4,816.92,0.82,581.0,0.128,18.6,0.05,-248.3,29,14,71.43,0.691
donchian_55,XAUUSD,H1,1.5,1.5,2.25,True,209,50.72,0.1743,0.1743,1.214,5062.45,0.421,11,4958.59,4.57,,0.139,17.86,0.05,23.82,137,72,47.22,0.0976
ema_cross_12_26,EURJPY,D1,1.5,1.5,2.25,True,30,50.0,0.1472,0.1472,1.208,425.48,0.011,5,943.62,0.93,,0.116,16.67,0.05,9.13,21,9,44.44,0.0179
rsi_30_70,AUDUSD,H1,1.5,1.5,2.25,True,82,50.0,-0.0393,-0.0393,1.092,90.09,0.175,4,290.22,0.29,,-0.031,16.67,0.05,-30.0,51,31,45.16,-0.1401
rsi_30_70,GER40.cash,H1,1.5,1.5,2.25,True,108,50.0,-0.1339,-0.1339,0.858,-151.57,0.211,7,374.01,0.37,,-0.106,16.67,0.05,-30.0,61,47,44.68,-0.2236
rsi_30_70,EURUSD,M15,1.5,1.5,2.25,True,103,49.51,-0.2317,-0.2317,0.719,-233.04,0.893,4,235.28,0.24,,-0.184,15.86,0.05,-30.0,62,41,48.78,-0.2572
donchian_20,XAUUSD,H1,1.5,1.5,2.25,True,296,48.99,0.1343,0.1343,1.21,7603.19,0.596,7,2983.55,2.83,20.9,0.107,14.98,0.05,25.77,186,110,45.45,0.059
ema_cross_12_26,XAUUSD,D1,1.5,1.5,2.25,True,31,48.39,0.1288,0.1288,1.474,2598.01,0.011,3,2080.77,2.02,,0.101,13.98,0.05,7.78,20,11,45.45,0.0586
donchian_55,XAGUSD,D1,1.5,1.5,2.25,True,52,48.08,0.1231,0.1231,1.709,12504.47,0.018,6,5328.57,5.23,104.0,0.098,13.46,0.05,-12.29,26,26,53.85,0.271
rsi_30_70,XPTUSD,H1,1.5,1.5,2.25,True,73,47.95,0.1101,0.1101,1.167,2487.97,0.147,7,5219.62,5.07,,0.087,13.24,0.05,-18.69,30,43,51.16,0.2033
donchian_20,EURJPY,D1,1.5,1.5,2.25,True,71,47.89,0.0905,0.0905,1.206,889.34,0.025,5,702.93,0.7,262.0,0.072,13.15,0.05,-89.92,39,32,53.12,0.227
donchian_20,US30.cash,D1,1.5,1.5,2.25,True,61,47.54,0.0734,0.0734,1.33,774.42,0.023,3,417.81,0.41,,0.058,12.57,0.05,9.82,32,29,48.28,0.1078
ema_pullback_20_50,XPDUSD,D1,1.5,1.5,2.25,True,154,47.4,0.0442,0.0442,0.824,-11083.3,0.054,9,17323.81,16.39,,0.035,12.34,0.05,-30.0,86,68,41.18,-0.1175
ema_pullback_20_50,US100.cash,D1,1.5,1.5,2.25,True,95,47.37,-0.0731,-0.0731,0.952,-100.44,0.049,6,380.38,0.38,,-0.058,12.28,0.05,-30.0,58,37,48.65,-0.0091
donchian_20,US500.cash,D1,1.5,1.5,2.25,True,55,47.27,-0.3538,-0.3538,0.677,-128.57,0.029,5,157.29,0.16,,-0.277,12.12,0.05,-30.0,31,24,50.0,-0.2461
ema_cross_12_26,XAGUSD,H1,1.5,1.5,2.25,True,121,47.11,0.0852,0.0852,1.133,3352.41,0.243,6,5728.01,5.33,,0.068,11.85,0.05,-16.97,75,46,52.17,0.2307
donchian_55,EURJPY,D1,1.5,1.5,2.25,True,49,46.94,0.0669,0.0669,1.087,272.93,0.017,4,704.28,0.7,124.0,0.053,11.56,0.05,-30.0,23,26,46.15,0.0516
donchian_55,UK100.cash,D1,1.5,1.5,2.25,True,32,46.88,-0.1193,-0.1193,0.899,-38.88,0.011,4,211.17,0.21,,-0.093,11.46,0.05,-30.0,13,19,63.16,0.2912
ema_pullback_20_50,EURJPY,D1,1.5,1.5,2.25,True,141,46.81,-0.014,-0.014,1.017,118.42,0.05,6,1790.6,1.79,1036.0,-0.011,11.35,0.05,-30.0,91,50,56.0,0.2381
donchian_55,XPDUSD,D1,1.5,1.5,2.25,True,47,46.81,0.095,0.095,0.969,-824.37,0.017,9,11314.1,10.38,,0.075,11.35,0.05,-30.0,34,13,38.46,-0.1156
ema_cross_9_20,USDJPY,H1,1.5,1.5,2.25,True,150,46.67,-0.0801,-0.0801,0.762,-608.61,0.32,6,755.43,0.76,,-0.064,11.11,0.05,-30.0,92,58,46.55,-0.107
ema_cross_9_20,XAGUSD,D1,1.5,1.5,2.25,True,45,46.67,0.0893,0.0893,0.701,-6241.96,0.016,4,11856.84,11.23,,0.071,11.11,0.05,-30.0,24,21,38.1,-0.121
rsi_30_70,XPDUSD,H1,1.5,1.5,2.25,True,52,46.15,0.0681,0.0681,1.14,1204.53,0.105,7,1980.52,1.97,33.7,0.054,10.26,0.05,7.4,22,30,50.0,0.1723
donchian_20,XPDUSD,D1,1.5,1.5,2.25,True,74,45.95,0.0739,0.0739,0.874,-5306.59,0.026,5,14255.83,13.33,,0.059,9.91,0.05,-30.0,51,23,47.83,0.1185
rsi_30_70,GBPJPY,H1,1.5,1.5,2.25,True,74,45.95,-0.0611,-0.0611,0.94,-98.09,0.158,6,478.87,0.48,,-0.049,9.91,0.05,-30.0,43,31,48.39,-0.0304
rsi_30_70,AUDUSD,M15,1.5,1.5,2.25,True,85,45.88,-0.2949,-0.2949,0.66,-266.09,0.737,7,288.62,0.29,,-0.234,9.8,0.05,-30.0,49,36,50.0,-0.1833
donchian_55,GER40.cash,H1,1.5,1.5,2.25,True,179,45.81,-0.3355,-0.3355,0.619,-596.81,0.349,9,617.36,0.62,,-0.267,9.68,0.05,-30.0,113,66,42.42,-0.3942
donchian_20,XAGUSD,D1,1.5,1.5,2.25,True,83,45.78,0.0665,0.0665,1.079,2757.89,0.029,4,9590.97,8.54,,0.053,9.64,0.05,-30.0,45,38,44.74,0.0441
ema_cross_12_26,XAGUSD,D1,1.5,1.5,2.25,True,35,45.71,0.0653,0.0653,0.544,-8236.51,0.012,4,12145.41,11.69,,0.052,9.52,0.05,-30.0,21,14,35.71,-0.1804
donchian_55,GBPUSD,D1,1.5,1.5,2.25,True,35,45.71,0.0489,0.0489,1.172,534.35,0.012,4,688.05,0.69,133.0,0.039,9.52,0.05,-30.87,17,18,44.44,0.0133
rsi_30_70,GBPJPY,M15,1.5,1.5,2.25,True,90,45.56,-0.1926,-0.1926,0.826,-187.4,0.78,8,320.78,0.32,,-0.152,9.26,0.05,-30.0,57,33,45.45,-0.2324
ema_cross_12_26,XAUUSD,H1,1.5,1.5,2.25,True,119,45.38,0.0479,0.0479,1.125,2014.47,0.239,5,2871.69,2.84,96.1,0.038,8.96,0.05,-8.28,70,49,42.86,0.0015
donchian_20,USDJPY,D1,1.5,1.5,2.25,True,75,45.33,0.0196,0.0196,1.077,341.94,0.027,4,769.53,0.76,,0.016,8.89,0.05,-30.0,42,33,48.48,0.1099
ema_pullback_20_50,US30.cash,D1,1.5,1.5,2.25,True,148,45.27,-0.1032,-0.1032,1.062,263.62,0.056,4,885.31,0.88,,-0.082,8.78,0.05,-30.0,93,55,50.91,0.049
donchian_55,EU50.cash,D1,1.5,1.5,2.25,True,31,45.16,-0.3341,-0.3341,0.532,-125.07,0.016,4,130.41,0.13,,-0.268,8.6,0.05,-30.0,18,13,30.77,-0.6504
rsi_30_70,US100.cash,H1,1.5,1.5,2.25,True,111,45.05,-0.2546,-0.2546,0.771,-260.9,0.223,5,334.74,0.33,,-0.2,8.41,0.05,-30.0,65,46,47.83,-0.1601
donchian_20,GER40.cash,H1,1.5,1.5,2.25,True,271,45.02,-0.3361,-0.3361,0.58,-1058.17,0.529,8,1090.66,1.09,,-0.27,8.36,0.05,-30.0,172,99,42.42,-0.3584
ema_pullback_20_50,XAGUSD,D1,1.5,1.5,2.25,True,158,44.94,-0.0254,-0.0254,0.722,-12580.16,0.056,6,15259.97,14.86,,-0.02,8.23,0.05,-30.0,95,63,44.44,-0.0166
donchian_20,EU50.cash,D1,1.5,1.5,2.25,True,49,44.9,-0.3012,-0.3012,0.536,-205.91,0.025,5,235.98,0.24,,-0.245,8.16,0.05,-30.0,30,19,26.32,-0.6951
donchian_55,XAGUSD,H1,1.5,1.5,2.25,True,196,44.9,0.0316,0.0316,0.901,-3845.05,0.394,6,12407.57,11.55,,0.025,8.16,0.05,-30.0,113,83,45.78,0.0669
donchian_55,XAUUSD,M15,1.5,1.5,2.25,True,156,44.87,0.0307,0.0307,1.015,282.44,1.267,8,3872.29,3.76,,0.025,8.12,0.05,-30.0,112,44,45.45,0.0473
ema_cross_9_20,GER40.cash,D1,1.5,1.5,2.25,True,38,44.74,-0.062,-0.062,1.043,47.62,0.013,4,351.42,0.35,,-0.05,7.89,0.05,-30.0,21,17,47.06,-0.0263
ema_pullback_20_50,XAUUSD,D1,1.5,1.5,2.25,True,146,44.52,-0.0272,-0.0272,1.003,114.07,0.052,8,8330.73,7.68,,-0.022,7.53,0.05,-30.0,80,66,40.91,-0.1173
ema_cross_12_26,US30.cash,H1,1.5,1.5,2.25,True,126,44.44,-0.2146,-0.2146,0.65,-616.86,0.253,11,727.4,0.73,,-0.171,7.41,0.05,-30.0,81,45,46.67,-0.1185
ema_pullback_20_50,GBPJPY,D1,1.5,1.5,2.25,True,117,44.44,-0.0437,-0.0437,1.008,62.65,0.042,6,2355.04,2.34,,-0.035,7.41,0.05,-30.0,79,38,52.63,0.2074
donchian_20,GBPJPY,D1,1.5,1.5,2.25,True,72,44.44,0.0152,0.0152,0.937,-405.51,0.026,6,2058.06,2.03,,0.012,7.41,0.05,-30.0,42,30,36.67,-0.1761
ema_cross_12_26,USDJPY,M15,1.5,1.5,2.25,True,133,44.36,-0.4069,-0.4069,0.573,-447.72,1.153,9,516.68,0.52,,-0.321,7.27,0.05,-30.0,80,53,45.28,-0.4576
ema_cross_12_26,USDCAD,M15,1.5,1.5,2.25,True,140,44.29,-0.5757,-0.5757,0.436,-521.56,1.214,8,553.49,0.55,,-0.452,7.14,0.05,-30.0,85,55,49.09,-0.4861
donchian_55,US30.cash,H1,1.5,1.5,2.25,True,147,44.22,-0.2431,-0.2431,0.68,-569.74,0.295,6,648.25,0.65,,-0.195,7.03,0.05,-30.0,91,56,44.64,-0.22
rsi_30_70,GBPUSD,H1,1.5,1.5,2.25,True,95,44.21,-0.1153,-0.1153,0.812,-344.96,0.202,6,656.94,0.66,,-0.093,7.02,0.05,-30.0,60,35,42.86,-0.154
donchian_55,EURUSD,H1,1.5,1.5,2.25,True,161,44.1,-0.1466,-0.1466,0.856,-386.24,0.343,8,710.22,0.71,,-0.117,6.83,0.05,-30.0,101,60,41.67,-0.2417
ema_cross_12_26,US100.cash,H1,1.5,1.5,2.25,True,127,44.09,-0.3321,-0.3321,0.593,-529.22,0.255,8,575.64,0.58,,-0.264,6.82,0.05,-30.0,78,49,38.78,-0.4023
rsi_30_70,GBPUSD,M15,1.5,1.5,2.25,True,109,44.04,-0.2759,-0.2759,0.676,-379.24,0.945,6,434.13,0.43,,-0.221,6.73,0.05,-30.0,68,41,51.22,-0.1154
ema_pullback_20_50,US500.cash,D1,1.5,1.5,2.25,True,100,44.0,-0.7052,-0.7052,0.524,-306.15,0.052,5,328.19,0.33,,-0.502,6.67,0.05,-30.0,55,45,51.11,-0.4267
ema_cross_12_26,EURUSD,D1,1.5,1.5,2.25,True,32,43.75,0.0173,0.0173,1.019,40.39,0.011,6,1448.41,1.45,,0.014,6.25,0.05,-30.0,21,11,72.73,0.7969
donchian_55,EURUSD,D1,1.5,1.5,2.25,True,32,43.75,-0.0082,-0.0082,1.17,382.57,0.011,6,915.73,0.91,,-0.007,6.25,0.05,3.54,16,16,37.5,-0.1648
ema_cross_9_20,US100.cash,H1,1.5,1.5,2.25,True,167,43.71,-0.3511,-0.3511,0.564,-743.51,0.336,9,817.33,0.82,,-0.283,6.19,0.05,-30.0,102,65,38.46,-0.4252
ema_cross_9_20,XAGUSD,H1,1.5,1.5,2.25,True,167,43.71,0.0008,0.0008,1.18,5853.05,0.336,5,8770.08,7.74,,0.001,6.19,0.05,-22.0,106,61,50.82,0.1974
