strategy,ticker,tf,rr,stop_mult,target_mult,long_only,n_trades,win_rate_pct,avg_r,expectancy_r,profit_factor,net_pnl_dollars,trades_per_day,max_consec_losses,max_dd_dollars,max_dd_pct,recovery_days,sharpe_R,kelly_pct,slip_atr_frac,survival_score,n_train,n_test,test_win_rate_pct,test_avg_r
ema_cross_9_20,US500.cash,H1,1.2,1.5,1.7999999999999998,True,163,11.04,-1.7476,-1.7476,0.048,-619.67,0.327,46,620.85,0.62,,-1.277,-63.09,0.05,-100.0,99,64,18.75,-1.7045
ema_cross_9_20,EU50.cash,H1,1.2,1.5,1.7999999999999998,True,171,10.53,-1.4152,-1.4152,0.048,-693.87,0.246,29,695.97,0.7,,-1.202,-64.04,0.05,-100.0,97,74,14.86,-1.3085
ema_cross_12_26,US500.cash,H1,1.2,1.5,1.7999999999999998,True,126,10.32,-1.7292,-1.7292,0.048,-499.7,0.253,41,500.89,0.5,,-1.252,-64.42,0.05,-100.0,77,49,18.37,-1.5228
rsi_30_70,FRA40.cash,M15,1.2,1.5,1.7999999999999998,True,96,9.38,-1.5703,-1.5703,0.021,-369.8,0.459,53,371.86,0.37,,-1.2,-66.15,0.05,-100.0,49,47,17.02,-1.2839
ema_cross_12_26,UK100.cash,M15,1.2,1.5,1.7999999999999998,True,139,8.63,-1.9306,-1.9306,0.033,-579.54,1.072,57,579.82,0.58,,-1.27,-67.51,0.05,-100.0,84,55,14.55,-1.4929
ema_cross_9_20,UK100.cash,M15,1.2,1.5,1.7999999999999998,True,186,8.6,-1.9322,-1.9322,0.024,-755.4,1.435,85,755.68,0.76,,-1.238,-67.56,0.05,-100.0,122,64,17.19,-1.3375
donchian_20,EU50.cash,H1,1.2,1.5,1.7999999999999998,True,319,7.84,-1.6163,-1.6163,0.028,-1320.76,0.459,93,1324.62,1.32,,-1.335,-68.97,0.05,-100.0,195,124,10.48,-1.4275
donchian_55,UK100.cash,M15,1.2,1.5,1.7999999999999998,True,186,7.53,-1.8205,-1.8205,0.028,-768.08,1.435,64,768.08,0.77,,-1.296,-69.53,0.05,-100.0,118,68,11.76,-1.5191
donchian_20,UK100.cash,M15,1.2,1.5,1.7999999999999998,True,293,7.51,-1.804,-1.804,0.023,-1247.75,2.261,99,1248.05,1.25,,-1.323,-69.57,0.05,-100.0,175,118,12.71,-1.5161
ema_pullback_20_50,US500.cash,H1,1.2,1.5,1.7999999999999998,True,492,6.3,-4.028,-4.028,0.054,-1882.76,0.988,98,1883.41,1.88,,-1.228,-71.78,0.05,-100.0,318,174,8.62,-3.348
ema_pullback_20_50,UK100.cash,M15,1.2,1.5,1.7999999999999998,True,503,5.96,-3.8913,-3.8913,0.046,-2050.44,3.881,70,2050.73,2.05,,-1.085,-72.4,0.05,-100.0,355,148,9.46,-3.2336
ema_pullback_20_50,EU50.cash,H1,1.2,1.5,1.7999999999999998,True,515,5.83,-3.0045,-3.0045,0.051,-2043.29,0.741,116,2044.15,2.04,,-1.313,-72.65,0.05,-100.0,301,214,6.07,-2.774
donchian_20,US500.cash,H1,1.2,1.5,1.7999999999999998,True,302,5.63,-2.0913,-2.0913,0.022,-1256.4,0.607,124,1258.67,1.26,,-1.478,-73.01,0.05,-100.0,194,108,10.19,-1.7887
rsi_30_70,JP225.cash,H1,1.2,1.5,1.7999999999999998,True,90,5.56,-2.4767,-2.4767,0.019,-353.15,0.181,53,353.74,0.35,,-1.624,-73.15,0.05,-100.0,58,32,12.5,-1.705
ema_cross_9_20,FRA40.cash,M15,1.2,1.5,1.7999999999999998,True,170,5.29,-1.949,-1.949,0.009,-730.32,0.813,49,730.57,0.73,,-1.515,-73.63,0.05,-100.0,105,65,9.23,-1.6782
donchian_55,EU50.cash,H1,1.2,1.5,1.7999999999999998,True,205,4.88,-1.8119,-1.8119,0.018,-909.0,0.295,79,914.77,0.91,,-1.507,-74.39,0.05,-100.0,122,83,4.82,-1.6451
rsi_30_70,EU50.cash,M15,1.2,1.5,1.7999999999999998,True,109,4.59,-2.0902,-2.0902,0.005,-433.17,0.52,76,433.37,0.43,,-1.583,-74.92,0.05,-100.0,59,50,10.0,-1.7511
ema_cross_12_26,FRA40.cash,M15,1.2,1.5,1.7999999999999998,True,126,3.97,-1.9845,-1.9845,0.007,-558.81,0.603,55,558.81,0.56,,-1.539,-76.06,0.05,-100.0,76,50,6.0,-1.7151
ema_pullback_20_50,JP225.cash,H1,1.2,1.5,1.7999999999999998,True,503,3.58,-4.9,-4.9,0.017,-2047.31,1.011,86,2047.9,2.05,,-1.335,-76.77,0.05,-100.0,268,235,5.11,-3.6228
donchian_20,FRA40.cash,M15,1.2,1.5,1.7999999999999998,True,296,3.38,-2.0367,-2.0367,0.007,-1321.53,1.416,129,1321.9,1.32,,-1.631,-77.14,0.05,-100.0,177,119,6.72,-1.8174
ema_pullback_20_50,HK50.cash,H1,1.2,1.5,1.7999999999999998,True,546,3.11,-4.1255,-4.1255,0.012,-2149.31,0.834,110,2149.31,2.15,,-1.315,-77.63,0.05,-100.0,298,248,1.61,-4.4655
ema_pullback_20_50,FRA40.cash,M15,1.2,1.5,1.7999999999999998,True,420,3.1,-3.6223,-3.6223,0.033,-1741.71,2.009,93,1741.8,1.74,,-1.265,-77.66,0.05,-100.0,279,141,4.96,-3.2898
ema_cross_9_20,JP225.cash,H1,1.2,1.5,1.7999999999999998,True,167,2.99,-2.7412,-2.7412,0.011,-650.09,0.336,108,650.68,0.65,,-1.608,-77.84,0.05,-100.0,101,66,4.55,-1.7998
donchian_20,JP225.cash,H1,1.2,1.5,1.7999999999999998,True,301,2.99,-2.7969,-2.7969,0.007,-1208.04,0.605,146,1208.04,1.21,,-1.782,-77.85,0.05,-100.0,182,119,5.88,-1.9579
donchian_55,US500.cash,H1,1.2,1.5,1.7999999999999998,True,203,2.96,-2.3329,-2.3329,0.009,-881.35,0.408,140,882.6,0.88,,-1.696,-77.91,0.05,-100.0,132,71,4.23,-2.0592
ema_cross_12_26,JP225.cash,H1,1.2,1.5,1.7999999999999998,True,140,2.86,-2.7642,-2.7642,0.009,-582.16,0.281,97,582.59,0.58,,-1.717,-78.1,0.05,-100.0,83,57,5.26,-1.8927
donchian_55,EU50.cash,M15,1.2,1.5,1.7999999999999998,True,198,2.53,-2.9076,-2.9076,0.004,-874.07,0.945,149,875.09,0.88,,-2.037,-78.7,0.05,-100.0,120,78,6.41,-2.3161
ema_cross_9_20,HK50.cash,H1,1.2,1.5,1.7999999999999998,True,162,2.47,-2.2897,-2.2897,0.009,-622.02,0.247,89,622.02,0.62,,-1.674,-78.81,0.05,-100.0,96,66,0.0,-2.0833
ema_cross_12_26,EU50.cash,M15,1.2,1.5,1.7999999999999998,True,132,2.27,-2.8653,-2.8653,0.002,-591.36,0.63,98,591.56,0.59,,-1.778,-79.17,0.05,-100.0,84,48,6.25,-2.1101
donchian_20,EU50.cash,M15,1.2,1.5,1.7999999999999998,True,312,2.24,-2.8748,-2.8748,0.003,-1376.18,1.489,228,1376.73,1.38,,-1.927,-79.22,0.05,-100.0,190,122,5.74,-2.2658
donchian_55,FRA40.cash,M15,1.2,1.5,1.7999999999999998,True,180,2.22,-2.0774,-2.0774,0.007,-784.73,0.861,93,784.73,0.78,,-1.661,-79.26,0.05,-100.0,110,70,4.29,-1.8816
rsi_30_70,HK50.cash,H1,1.2,1.5,1.7999999999999998,True,105,1.9,-2.5431,-2.5431,0.006,-468.4,0.16,71,468.4,0.47,,-1.727,-79.84,0.05,-100.0,62,43,2.33,-2.093
ema_pullback_20_50,US500.cash,M15,1.2,1.5,1.7999999999999998,True,499,1.8,-8.0654,-8.0654,0.009,-2041.21,4.07,138,2041.21,2.04,,-1.208,-80.03,0.05,-100.0,284,215,1.86,-8.1031
ema_cross_9_20,EU50.cash,M15,1.2,1.5,1.7999999999999998,True,171,1.75,-2.8451,-2.8451,0.002,-760.29,0.816,126,760.49,0.76,,-1.826,-80.12,0.05,-100.0,108,63,4.76,-2.1788
rsi_30_70,US2000.cash,H1,1.2,1.5,1.7999999999999998,True,114,1.75,-2.7945,-2.7945,0.003,-442.77,0.229,77,443.23,0.44,,-1.848,-80.12,0.05,-100.0,65,49,0.0,-2.6279
ema_cross_12_26,HK50.cash,H1,1.2,1.5,1.7999999999999998,True,119,1.68,-2.331,-2.331,0.004,-461.02,0.182,101,461.02,0.46,,-1.667,-80.25,0.05,-100.0,70,49,0.0,-2.1234
ema_pullback_20_50,US2000.cash,H1,1.2,1.5,1.7999999999999998,True,383,1.57,-6.4151,-6.4151,0.017,-1556.71,0.769,104,1556.82,1.56,,-1.122,-80.46,0.05,-100.0,217,166,1.81,-5.544
donchian_20,HK50.cash,H1,1.2,1.5,1.7999999999999998,True,329,1.52,-2.4195,-2.4195,0.004,-1340.04,0.503,177,1340.98,1.34,,-1.765,-80.55,0.05,-100.0,202,127,0.0,-2.3005
donchian_55,HK50.cash,H1,1.2,1.5,1.7999999999999998,True,208,1.44,-2.4226,-2.4226,0.003,-847.63,0.318,169,847.63,0.85,,-1.732,-80.69,0.05,-100.0,130,78,0.0,-2.3737
ema_pullback_20_50,EU50.cash,M15,1.2,1.5,1.7999999999999998,True,461,1.3,-5.2408,-5.2408,0.028,-1844.8,2.201,148,1845.0,1.84,,-1.404,-80.95,0.05,-100.0,335,126,1.59,-3.9288
donchian_55,JP225.cash,H1,1.2,1.5,1.7999999999999998,True,188,1.06,-2.8731,-2.8731,0.003,-772.66,0.378,176,773.67,0.77,,-1.93,-81.38,0.05,-100.0,117,71,2.82,-2.0086
rsi_30_70,JP225.cash,M15,1.2,1.5,1.7999999999999998,True,114,0.88,-3.3491,-3.3491,0.001,-478.83,0.93,60,479.32,0.48,,-1.923,-81.73,0.05,-100.0,68,46,0.0,-2.9343
ema_cross_12_26,US2000.cash,H1,1.2,1.5,1.7999999999999998,True,142,0.7,-3.4462,-3.4462,0.0,-580.21,0.285,110,580.21,0.58,,-1.894,-82.04,0.05,-100.0,91,51,0.0,-2.8396
donchian_20,US2000.cash,H1,1.2,1.5,1.7999999999999998,True,312,0.64,-3.5891,-3.5891,0.0,-1297.65,0.627,221,1297.65,1.3,,-2.166,-82.16,0.05,-100.0,198,114,0.88,-3.1194
ema_cross_9_20,US2000.cash,H1,1.2,1.5,1.7999999999999998,True,168,0.6,-3.4675,-3.4675,0.0,-695.14,0.337,131,695.14,0.7,,-1.998,-82.24,0.05,-100.0,103,65,0.0,-3.1889
ema_pullback_20_50,JP225.cash,M15,1.2,1.5,1.7999999999999998,True,500,0.6,-7.2635,-7.2635,0.001,-2000.35,4.078,275,2000.46,2.0,,-1.041,-82.23,0.05,-100.0,300,200,1.0,-6.6442
donchian_55,US500.cash,M15,1.2,1.5,1.7999999999999998,True,168,0.6,-3.796,-3.796,0.0,-677.78,1.37,113,677.78,0.68,,-1.783,-82.24,0.05,-100.0,88,80,1.25,-3.5742
ema_pullback_20_50,US2000.cash,M15,1.2,1.5,1.7999999999999998,True,471,0.42,-14.9731,-14.9731,0.001,-1903.27,3.842,319,1903.27,1.9,,-1.178,-82.55,0.05,-100.0,285,186,1.08,-14.6614
donchian_20,US500.cash,M15,1.2,1.5,1.7999999999999998,True,279,0.36,-3.8041,-3.8041,0.0,-1100.46,2.276,209,1100.46,1.1,,-1.707,-82.68,0.05,-100.0,162,117,0.85,-3.503
ema_pullback_20_50,HK50.cash,M15,1.2,1.5,1.7999999999999998,True,459,0.22,-8.9134,-8.9134,0.004,-1852.01,2.397,401,1852.01,1.85,,-1.119,-82.93,0.05,-100.0,320,139,0.72,-7.3611
ema_cross_9_20,AMD,D1,1.2,1.5,1.7999999999999998,True,33,0.0,-6.641,-6.641,0.0,-133.32,0.016,33,133.33,0.13,,-2.369,-83.33,0.05,-100.0,22,11,0.0,-4.0829
ema_cross_9_20,AMD,H1,1.2,1.5,1.7999999999999998,True,159,0.0,-15.7393,-15.7393,0.0,-630.04,0.098,159,630.58,0.63,,-2.424,-83.33,0.05,-100.0,98,61,0.0,-12.444
ema_cross_9_20,AMD,M15,1.2,1.5,1.7999999999999998,True,158,0.0,-23.4876,-23.4876,0.0,-638.62,0.394,158,638.63,0.64,,-2.102,-83.33,0.05,-100.0,90,68,0.0,-17.251
ema_cross_9_20,AMZN,D1,1.2,1.5,1.7999999999999998,True,34,0.0,-8.036,-8.036,0.0,-133.97,0.013,34,134.09,0.13,,-1.375,-83.33,0.05,-100.0,21,13,0.0,-5.6306
ema_cross_9_20,AMZN,H1,1.2,1.5,1.7999999999999998,True,173,0.0,-18.3495,-18.3495,0.0,-692.68,0.104,173,692.77,0.69,,-3.093,-83.33,0.05,-100.0,103,70,0.0,-14.9419
ema_cross_9_20,AMZN,M15,1.2,1.5,1.7999999999999998,True,145,0.0,-31.6193,-31.6193,0.0,-578.32,0.323,145,578.32,0.58,,-2.899,-83.33,0.05,-100.0,90,55,0.0,-30.4098
ema_cross_9_20,AVGO,D1,1.2,1.5,1.7999999999999998,True,32,0.0,-14.0029,-14.0029,0.0,-126.09,0.016,32,126.09,0.13,,-1.423,-83.33,0.05,-100.0,21,11,0.0,-3.6881
ema_cross_9_20,AVGO,H1,1.2,1.5,1.7999999999999998,True,163,0.0,-31.7008,-31.7008,0.0,-651.94,0.096,163,651.94,0.65,,-1.165,-83.33,0.05,-100.0,99,64,0.0,-8.7108
ema_cross_9_20,AVGO,M15,1.2,1.5,1.7999999999999998,True,151,0.0,-17.3814,-17.3814,0.0,-607.32,0.335,151,607.38,0.61,,-2.475,-83.33,0.05,-100.0,98,53,0.0,-12.8494
ema_cross_9_20,CSCO,H1,1.2,1.5,1.7999999999999998,True,178,0.0,-82.1343,-82.1343,0.0,-714.3,0.106,178,714.35,0.71,,-3.202,-83.33,0.05,-100.0,105,73,0.0,-71.5311
ema_cross_9_20,CSCO,M15,1.2,1.5,1.7999999999999998,True,157,0.0,-135.949,-135.949,0.0,-627.9,0.349,157,627.9,0.63,,-2.714,-83.33,0.05,-100.0,98,59,0.0,-104.6927
ema_cross_9_20,HK50.cash,M15,1.2,1.5,1.7999999999999998,True,155,0.0,-4.3442,-4.3442,0.0,-629.16,0.809,155,629.16,0.63,,-2.461,-83.33,0.05,-100.0,90,65,0.0,-3.8191
ema_cross_9_20,INTC,D1,1.2,1.5,1.7999999999999998,True,34,0.0,-26.809,-26.809,0.0,-136.2,0.017,34,136.2,0.14,,-2.87,-83.33,0.05,-100.0,17,17,0.0,-24.9289
ema_cross_9_20,INTC,H1,1.2,1.5,1.7999999999999998,True,164,0.0,-76.6236,-76.6236,0.0,-657.06,0.097,164,657.1,0.66,,-2.832,-83.33,0.05,-100.0,100,64,0.0,-75.849
ema_cross_9_20,INTC,M15,1.2,1.5,1.7999999999999998,True,163,0.0,-146.0835,-146.0835,0.0,-652.4,0.362,163,652.4,0.65,,-1.615,-83.33,0.05,-100.0,98,65,0.0,-78.3988
ema_cross_9_20,JP225.cash,M15,1.2,1.5,1.7999999999999998,True,155,0.0,-3.6421,-3.6421,0.0,-609.52,1.264,155,609.82,0.61,,-1.889,-83.33,0.05,-100.0,93,62,0.0,-3.1119
ema_cross_9_20,MSFT,D1,1.2,1.5,1.7999999999999998,True,44,0.0,-6.9288,-6.9288,0.0,-171.77,0.014,44,171.81,0.17,,-0.965,-83.33,0.05,-100.0,31,13,0.0,-3.3273
ema_cross_9_20,MSFT,H1,1.2,1.5,1.7999999999999998,True,154,0.0,-10.426,-10.426,0.0,-613.5,0.092,154,613.7,0.61,,-3.928,-83.33,0.05,-100.0,99,55,0.0,-9.6525
ema_cross_9_20,MSFT,M15,1.2,1.5,1.7999999999999998,True,167,0.0,-20.3307,-20.3307,0.0,-672.31,0.372,167,672.31,0.67,,-3.263,-83.33,0.05,-100.0,106,61,0.0,-18.6163
ema_cross_9_20,NVDA,D1,1.2,1.5,1.7999999999999998,True,32,0.0,-26.3104,-26.3104,0.0,-131.73,0.016,32,131.74,0.13,,-0.984,-83.33,0.05,-100.0,18,14,0.0,-5.3592
ema_cross_9_20,NVDA,H1,1.2,1.5,1.7999999999999998,True,173,0.0,-45.7065,-45.7065,0.0,-693.4,0.104,173,693.4,0.69,,-1.233,-83.33,0.05,-100.0,101,72,0.0,-14.4137
ema_cross_9_20,NVDA,M15,1.2,1.5,1.7999999999999998,True,172,0.0,-32.2949,-32.2949,0.0,-689.04,0.383,172,689.11,0.69,,-3.126,-83.33,0.05,-100.0,103,69,0.0,-28.9212
ema_cross_9_20,US2000.cash,M15,1.2,1.5,1.7999999999999998,True,151,0.0,-6.4268,-6.4268,0.0,-604.06,1.232,151,604.58,0.6,,-1.897,-83.33,0.05,-100.0,88,63,0.0,-6.2794
ema_cross_9_20,US500.cash,M15,1.2,1.5,1.7999999999999998,True,160,0.0,-3.6516,-3.6516,0.0,-643.97,1.305,160,644.77,0.64,,-1.681,-83.33,0.05,-100.0,104,56,0.0,-3.2584
ema_cross_12_26,AMD,H1,1.2,1.5,1.7999999999999998,True,130,0.0,-15.8185,-15.8185,0.0,-521.56,0.08,130,522.11,0.52,,-2.532,-83.33,0.05,-100.0,83,47,0.0,-12.9356
ema_cross_12_26,AMD,M15,1.2,1.5,1.7999999999999998,True,120,0.0,-23.2457,-23.2457,0.0,-486.22,0.299,120,486.22,0.49,,-2.208,-83.33,0.05,-100.0,66,54,0.0,-17.8416
ema_cross_12_26,AMZN,H1,1.2,1.5,1.7999999999999998,True,135,0.0,-17.9253,-17.9253,0.0,-544.97,0.081,135,545.06,0.55,,-3.317,-83.33,0.05,-100.0,80,55,0.0,-14.6626
ema_cross_12_26,AMZN,M15,1.2,1.5,1.7999999999999998,True,122,0.0,-31.1304,-31.1304,0.0,-489.36,0.272,122,489.36,0.49,,-2.712,-83.33,0.05,-100.0,78,44,0.0,-30.6163
ema_cross_12_26,AVGO,H1,1.2,1.5,1.7999999999999998,True,133,0.0,-31.0508,-31.0508,0.0,-530.27,0.079,133,530.27,0.53,,-1.126,-83.33,0.05,-100.0,80,53,0.0,-8.2738
ema_cross_12_26,AVGO,M15,1.2,1.5,1.7999999999999998,True,121,0.0,-16.8264,-16.8264,0.0,-489.2,0.269,121,489.26,0.49,,-2.667,-83.33,0.05,-100.0,76,45,0.0,-12.1865
ema_cross_12_26,CSCO,H1,1.2,1.5,1.7999999999999998,True,143,0.0,-83.8383,-83.8383,0.0,-572.73,0.085,143,572.78,0.57,,-3.037,-83.33,0.05,-100.0,87,56,0.0,-72.5793
ema_cross_12_26,CSCO,M15,1.2,1.5,1.7999999999999998,True,120,0.0,-134.2805,-134.2805,0.0,-479.6,0.267,120,479.6,0.48,,-2.711,-83.33,0.05,-100.0,77,43,0.0,-97.78
ema_cross_12_26,HK50.cash,M15,1.2,1.5,1.7999999999999998,True,119,0.0,-4.2217,-4.2217,0.0,-462.36,0.621,119,462.36,0.46,,-2.095,-83.33,0.05,-100.0,74,45,0.0,-3.5351
ema_cross_12_26,INTC,D1,1.2,1.5,1.7999999999999998,True,33,0.0,-25.8256,-25.8256,0.0,-132.64,0.017,33,132.64,0.13,,-2.73,-83.33,0.05,-100.0,18,15,0.0,-22.5973
ema_cross_12_26,INTC,H1,1.2,1.5,1.7999999999999998,True,128,0.0,-76.5484,-76.5484,0.0,-513.19,0.076,128,513.23,0.51,,-2.937,-83.33,0.05,-100.0,81,47,0.0,-76.532
ema_cross_12_26,INTC,M15,1.2,1.5,1.7999999999999998,True,127,0.0,-147.7335,-147.7335,0.0,-507.71,0.282,127,507.71,0.51,,-1.537,-83.33,0.05,-100.0,82,45,0.0,-72.8654
ema_cross_12_26,JP225.cash,M15,1.2,1.5,1.7999999999999998,True,123,0.0,-3.8396,-3.8396,0.0,-498.12,1.003,123,498.42,0.5,,-1.847,-83.33,0.05,-100.0,76,47,0.0,-3.2237
ema_cross_12_26,MSFT,D1,1.2,1.5,1.7999999999999998,True,34,0.0,-6.4231,-6.4231,0.0,-127.76,0.011,34,127.8,0.13,,-0.899,-83.33,0.05,-100.0,22,12,0.0,-3.3825
ema_cross_12_26,MSFT,H1,1.2,1.5,1.7999999999999998,True,120,0.0,-10.1375,-10.1375,0.0,-484.0,0.072,120,484.2,0.48,,-4.083,-83.33,0.05,-100.0,74,46,0.0,-9.5336
ema_cross_12_26,MSFT,M15,1.2,1.5,1.7999999999999998,True,127,0.0,-20.4735,-20.4735,0.0,-511.07,0.283,127,511.07,0.51,,-3.116,-83.33,0.05,-100.0,86,41,0.0,-18.6995
ema_cross_12_26,NVDA,H1,1.2,1.5,1.7999999999999998,True,127,0.0,-47.5086,-47.5086,0.0,-507.93,0.076,127,507.93,0.51,,-1.194,-83.33,0.05,-100.0,74,53,0.0,-14.1695
ema_cross_12_26,NVDA,M15,1.2,1.5,1.7999999999999998,True,128,0.0,-32.5138,-32.5138,0.0,-515.03,0.285,128,515.1,0.52,,-3.073,-83.33,0.05,-100.0,74,54,0.0,-28.9108
ema_cross_12_26,US2000.cash,M15,1.2,1.5,1.7999999999999998,True,114,0.0,-6.2994,-6.2994,0.0,-452.78,0.93,114,453.3,0.45,,-1.791,-83.33,0.05,-100.0,71,43,0.0,-6.0516
ema_cross_12_26,US500.cash,M15,1.2,1.5,1.7999999999999998,True,131,0.0,-3.6312,-3.6312,0.0,-522.3,1.068,131,523.09,0.52,,-1.769,-83.33,0.05,-100.0,87,44,0.0,-3.3037
ema_pullback_20_50,AMD,D1,1.2,1.5,1.7999999999999998,True,114,0.0,-13.4966,-13.4966,0.0,-458.79,0.057,114,458.8,0.46,,-1.679,-83.33,0.05,-100.0,79,35,0.0,-8.9957
ema_pullback_20_50,AMD,H1,1.2,1.5,1.7999999999999998,True,525,0.0,-32.2525,-32.2525,0.0,-2114.09,0.323,525,2114.09,2.11,,-1.487,-83.33,0.05,-100.0,324,201,0.0,-28.7447
ema_pullback_20_50,AMD,M15,1.2,1.5,1.7999999999999998,True,544,0.0,-50.9586,-50.9586,0.0,-2185.95,1.356,544,2185.95,2.19,,-1.211,-83.33,0.05,-100.0,354,190,0.0,-33.2827
ema_pullback_20_50,AMZN,D1,1.2,1.5,1.7999999999999998,True,151,0.0,-14.4751,-14.4751,0.0,-601.3,0.059,151,601.3,0.6,,-1.69,-83.33,0.05,-100.0,80,71,0.0,-13.1855
ema_pullback_20_50,AMZN,H1,1.2,1.5,1.7999999999999998,True,533,0.0,-36.9135,-36.9135,0.0,-2133.96,0.319,533,2134.05,2.13,,-1.517,-83.33,0.05,-100.0,331,202,0.0,-31.7511
ema_pullback_20_50,AMZN,M15,1.2,1.5,1.7999999999999998,True,439,0.0,-66.649,-66.649,0.0,-1761.01,0.978,439,1761.01,1.76,,-1.417,-83.33,0.05,-100.0,256,183,0.0,-64.1886
ema_pullback_20_50,AVGO,D1,1.2,1.5,1.7999999999999998,True,161,0.0,-27.9569,-27.9569,0.0,-643.4,0.082,161,643.4,0.64,,-0.985,-83.33,0.05,-100.0,95,66,0.0,-8.9476
ema_pullback_20_50,AVGO,H1,1.2,1.5,1.7999999999999998,True,576,0.0,-60.1489,-60.1489,0.0,-2314.27,0.341,576,2314.27,2.31,,-1.029,-83.33,0.05,-100.0,337,239,0.0,-18.1989
ema_pullback_20_50,AVGO,M15,1.2,1.5,1.7999999999999998,True,501,0.0,-35.9563,-35.9563,0.0,-2013.06,1.113,501,2013.12,2.01,,-1.294,-83.33,0.05,-100.0,337,164,0.0,-27.4647
ema_pullback_20_50,CSCO,D1,1.2,1.5,1.7999999999999998,True,148,0.0,-60.0101,-60.0101,0.0,-591.7,0.073,148,591.7,0.59,,-2.014,-83.33,0.05,-100.0,84,64,0.0,-50.6629
ema_pullback_20_50,CSCO,H1,1.2,1.5,1.7999999999999998,True,561,0.0,-158.1954,-158.1954,0.0,-2244.72,0.333,561,2244.72,2.24,,-1.359,-83.33,0.05,-100.0,312,249,0.0,-136.9474
ema_pullback_20_50,CSCO,M15,1.2,1.5,1.7999999999999998,True,500,0.0,-260.3362,-260.3362,0.0,-1999.87,1.111,500,1999.87,2.0,,-1.314,-83.33,0.05,-100.0,307,193,0.0,-157.2805
ema_pullback_20_50,INTC,D1,1.2,1.5,1.7999999999999998,True,104,0.0,-48.7962,-48.7962,0.0,-418.89,0.053,104,418.89,0.42,,-1.764,-83.33,0.05,-100.0,61,43,0.0,-49.9302
ema_pullback_20_50,INTC,H1,1.2,1.5,1.7999999999999998,True,477,0.0,-144.961,-144.961,0.0,-1909.9,0.283,477,1909.9,1.91,,-1.467,-83.33,0.05,-100.0,277,200,0.0,-149.1249
ema_pullback_20_50,INTC,M15,1.2,1.5,1.7999999999999998,True,467,0.0,-267.3457,-267.3457,0.0,-1868.82,1.037,467,1868.82,1.87,,-1.102,-83.33,0.05,-100.0,274,193,0.0,-140.24
ema_pullback_20_50,MSFT,D1,1.2,1.5,1.7999999999999998,True,195,0.0,-17.2222,-17.2222,0.0,-779.02,0.061,195,779.02,0.78,,-0.958,-83.33,0.05,-100.0,127,68,0.0,-8.3445
ema_pullback_20_50,MSFT,H1,1.2,1.5,1.7999999999999998,True,577,0.0,-22.3366,-22.3366,0.0,-2318.17,0.346,577,2318.52,2.32,,-1.525,-83.33,0.05,-100.0,369,208,0.0,-19.4665
ema_pullback_20_50,MSFT,M15,1.2,1.5,1.7999999999999998,True,488,0.0,-42.6784,-42.6784,0.0,-1962.58,1.087,488,1962.58,1.96,,-1.324,-83.33,0.05,-100.0,348,140,0.0,-35.4982
ema_pullback_20_50,NVDA,D1,1.2,1.5,1.7999999999999998,True,133,0.0,-51.0218,-51.0218,0.0,-533.94,0.067,133,533.94,0.53,,-0.942,-83.33,0.05,-100.0,73,60,0.0,-12.7116
ema_pullback_20_50,NVDA,H1,1.2,1.5,1.7999999999999998,True,539,0.0,-88.5974,-88.5974,0.0,-2159.33,0.323,539,2159.34,2.16,,-1.045,-83.33,0.05,-100.0,333,206,0.0,-30.0899
ema_pullback_20_50,NVDA,M15,1.2,1.5,1.7999999999999998,True,538,0.0,-65.7129,-65.7129,0.0,-2159.06,1.198,538,2159.13,2.16,,-1.572,-83.33,0.05,-100.0,341,197,0.0,-60.9813
donchian_20,AMD,D1,1.2,1.5,1.7999999999999998,True,66,0.0,-5.8885,-5.8885,0.0,-253.13,0.033,66,253.17,0.25,,-2.219,-83.33,0.05,-100.0,40,26,0.0,-3.6917
donchian_20,AMD,H1,1.2,1.5,1.7999999999999998,True,317,0.0,-15.4176,-15.4176,0.0,-1266.71,0.195,317,1267.0,1.27,,-2.49,-83.33,0.05,-100.0,185,132,0.0,-12.6152
donchian_20,AMD,M15,1.2,1.5,1.7999999999999998,True,306,0.0,-22.9732,-22.9732,0.0,-1234.87,0.763,306,1234.89,1.23,,-2.099,-83.33,0.05,-100.0,178,128,0.0,-16.8613
donchian_20,AMZN,D1,1.2,1.5,1.7999999999999998,True,80,0.0,-7.6398,-7.6398,0.0,-307.37,0.031,80,307.65,0.31,,-2.085,-83.33,0.05,-100.0,47,33,0.0,-5.9043
donchian_20,AMZN,H1,1.2,1.5,1.7999999999999998,True,322,0.0,-18.4471,-18.4471,0.0,-1289.85,0.193,322,1289.97,1.29,,-3.294,-83.33,0.05,-100.0,195,127,0.0,-15.0976
donchian_20,AMZN,M15,1.2,1.5,1.7999999999999998,True,291,0.0,-31.3988,-31.3988,0.0,-1166.19,0.648,291,1166.29,1.17,,-3.135,-83.33,0.05,-100.0,171,120,0.0,-28.8061
donchian_20,AVGO,D1,1.2,1.5,1.7999999999999998,True,61,0.0,-12.9365,-12.9365,0.0,-244.49,0.031,61,244.65,0.24,,-1.372,-83.33,0.05,-100.0,39,22,0.0,-3.443
donchian_20,AVGO,H1,1.2,1.5,1.7999999999999998,True,337,0.0,-31.5152,-31.5152,0.0,-1346.78,0.2,337,1346.78,1.35,,-1.181,-83.33,0.05,-100.0,201,136,0.0,-8.9511
